student_id,number_of_siblings,n_male,n_female,age,hours_per_week,attendance_rate,sleep_hours,admission_No,admission_Yes,CCA_Arts,CCA_Clubs,CCA_None,CCA_Sports,learnStyle_Auditory,learnStyle_Visual,gen_Female,gen_Male,tuition_No,tuition_Yes,bag_color_black,bag_color_blue,bag_color_green,bag_color_red,bag_color_white,bag_color_yellow,mode_of_transport_private transport,mode_of_transport_public transport,mode_of_transport_walk
FUVNAL,2,4.0,19.0,16.0,7.0,93.0,8,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
ZDIOMT,0,20.0,1.0,15.0,13.0,94.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
T30PNH,2,6.0,14.0,15.0,18.0,97.0,8,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
G4L5WU,1,28.0,0.0,15.0,16.0,100.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
73FSB3,1,20.0,10.0,16.0,9.0,95.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
03VWY9,1,30.0,0.0,16.0,9.0,93.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LHUNG6,2,16.0,7.0,15.0,7.0,88.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
32PQA8,0,23.0,2.0,15.0,9.0,99.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
JKBMS0,1,10.0,20.0,15.0,10.0,96.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True
0J0ARA,0,20.0,3.0,15.0,9.0,99.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
5ZPNEX,2,12.0,4.0,16.0,18.0,93.0,8,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
9HEDUN,1,10.0,14.0,16.0,14.0,77.0,7,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
4S8TBO,0,0.0,24.0,15.0,7.0,98.0,8,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
ZJEUD5,2,23.0,0.0,16.0,8.0,97.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
YBN88B,2,19.0,3.0,15.0,7.0,99.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
NIQMIB,1,26.0,4.0,15.0,7.0,96.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
18VIK6,0,12.0,8.0,15.0,18.0,100.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
PL0Y3B,1,18.0,10.0,15.0,18.0,93.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
CX9Z8B,2,17.0,3.0,16.0,10.0,98.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True
GUT7TQ,1,8.0,17.0,15.0,7.0,66.0,6,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
HIQ407,1,2.0,27.0,15.0,5.0,86.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
OLRGVM,2,19.0,0.0,15.0,11.0,92.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
15QX67,1,22.0,8.0,16.0,10.0,73.0,7,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True
VWR0X9,2,15.0,9.0,15.0,1.0,45.0,4,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
08SYNU,0,21.0,1.0,16.0,7.0,94.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
ICVE3R,1,12.0,18.0,15.0,10.0,71.0,7,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
OIIAWF,1,13.0,15.0,15.0,20.0,96.0,8,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
OE1CYN,0,5.0,19.0,15.0,7.0,94.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
E0UELM,0,22.0,1.0,15.0,14.0,93.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
7SA6DG,1,27.0,1.0,15.0,16.0,98.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
VR3GM5,0,3.0,19.0,16.0,7.0,97.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
89MGES,1,21.0,1.0,15.0,5.0,94.0,8,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
EP99XC,1,16.0,12.0,16.0,6.0,95.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
B7EN79,1,29.0,1.0,16.0,9.0,95.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
Q8U19S,2,15.0,7.0,16.0,5.0,90.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
N3E2KA,1,25.0,5.0,15.0,12.0,92.0,7,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False
0TKXK0,0,14.0,4.0,15.0,5.0,93.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
XTTSTA,1,2.0,20.0,15.0,7.0,98.0,8,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
TEUUAN,1,10.0,7.0,15.0,14.0,94.0,7,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
4VXGOR,1,10.0,14.0,16.0,7.0,97.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
909RR0,1,2.0,15.0,15.0,9.0,91.0,8,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
5ER0IC,1,18.0,12.0,16.0,13.0,91.0,8,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False
9EXOP4,1,16.0,1.0,16.0,7.0,96.0,8,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
EMOC1N,2,11.0,11.0,16.0,11.0,97.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True
R2SDMR,2,23.0,0.0,15.0,17.0,93.0,7,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
SSH5BY,0,12.0,9.0,5.0,8.0,97.0,8,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
SIFPVA,1,30.0,0.0,16.0,17.0,95.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
E7P4F8,1,22.0,8.0,16.0,17.0,97.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
HXSBOL,2,13.0,10.0,16.0,15.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
AYVAPH,1,15.0,13.0,16.0,19.0,91.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
55MJYB,2,15.0,7.0,15.0,9.0,98.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
GVOWX6,2,23.0,0.0,16.0,15.0,100.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True
27XXF5,1,1.0,27.0,15.0,16.0,99.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True
HUZ7GJ,1,4.0,17.0,16.0,8.0,98.0,8,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
LXIZVE,0,18.0,10.0,16.0,13.0,91.0,8,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
UGJ71U,1,12.0,16.0,16.0,12.0,95.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
D5GK79,2,14.0,9.0,15.0,9.0,95.0,8,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
F21WEG,0,22.0,2.0,15.0,5.0,98.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False
BS2R50,0,7.0,9.0,15.0,5.0,91.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True
8KHEF0,0,20.0,2.0,16.0,11.0,98.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
92X86W,0,10.0,15.0,16.0,7.0,92.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0FFJ3E,0,20.0,0.0,15.0,9.0,99.0,8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
PSQNOH,2,14.0,3.0,16.0,5.0,93.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
T6RPQC,1,6.0,11.0,15.0,10.0,99.0,8,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
LQNA00,1,0.0,25.0,16.0,7.0,99.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
ATBOF3,1,14.0,10.0,15.0,10.0,98.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True
J6O61K,0,20.0,1.0,16.0,11.0,100.0,8,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
LK69DJ,1,28.0,2.0,16.0,6.0,99.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
LESHYR,0,11.0,7.0,15.0,8.0,92.0,8,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True
SZO1ZT,0,11.0,11.0,16.0,10.0,100.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
HCN3KT,0,1.0,20.0,15.0,13.0,93.0,8,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
YFDR3P,1,16.0,4.0,16.0,18.0,94.0,8,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
697871,2,14.0,9.0,15.0,17.0,99.0,8,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
1O5KTH,1,11.0,13.0,16.0,19.0,93.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
KM0NCR,1,27.0,3.0,16.0,7.0,92.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
XJK18K,1,21.0,1.0,16.0,12.0,94.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False
I0DP4X,0,13.0,6.0,15.0,7.0,91.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
4IOFEN,0,20.0,1.0,15.0,7.0,100.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8LLRX4,2,2.0,17.0,16.0,11.0,95.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
PL9HTC,1,15.0,2.0,15.0,7.0,90.0,8,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
LNZ85S,0,18.0,0.0,15.0,15.0,97.0,8,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
G5CJU1,0,17.0,2.0,15.0,7.0,93.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
IFS85V,0,14.0,5.0,16.0,9.0,95.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
HHLD84,2,13.0,2.0,15.0,15.0,95.0,8,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
CPXKQC,0,3.0,16.0,16.0,8.0,99.0,8,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
M85X1H,0,13.0,9.0,16.0,10.0,97.0,8,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
P91Y8E,1,29.0,1.0,15.0,4.0,91.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False
6E1VOT,1,7.0,15.0,16.0,15.0,91.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
CS0V0U,0,1.0,22.0,15.0,6.0,98.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
F0527N,0,6.0,14.0,15.0,10.0,97.0,8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
KIWZA0,1,14.0,10.0,16.0,8.0,72.0,7,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
9QFR93,1,25.0,5.0,16.0,7.0,98.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1XD8NZ,2,19.0,0.0,16.0,17.0,99.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
C98MQM,0,21.0,0.0,16.0,7.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
XE6FC6,0,17.0,5.0,15.0,17.0,90.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
CH0Z9X,1,18.0,1.0,15.0,15.0,95.0,8,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
M1JWHN,2,11.0,8.0,16.0,6.0,100.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
6YF7CK,0,4.0,18.0,16.0,10.0,94.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
OO7TQF,1,20.0,5.0,15.0,15.0,98.0,8,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
XYRCFI,1,15.0,9.0,16.0,9.0,94.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
Y85P38,2,17.0,1.0,16.0,10.0,91.0,8,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
L9I974,0,15.0,10.0,16.0,5.0,92.0,7,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
7YLG9D,0,21.0,4.0,15.0,10.0,92.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
JKQ61U,1,11.0,13.0,15.0,5.0,92.0,7,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
SHH8Y7,1,22.0,9.0,6.0,12.0,91.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
YVZBQ5,1,24.0,6.0,16.0,8.0,53.0,4,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
MWMWFN,1,23.0,1.0,15.0,13.0,99.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
XZY6BR,2,15.0,4.0,16.0,15.0,95.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
ILGAFN,2,8.0,10.0,16.0,2.0,93.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1657YA,1,15.0,12.0,16.0,15.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
P11P2V,0,10.0,13.0,5.0,8.0,90.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
EGLLJ8,2,6.0,14.0,15.0,16.0,93.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
A3WIF4,1,17.0,4.0,16.0,3.0,93.0,8,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True
5E6S3D,0,9.0,12.0,15.0,11.0,94.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
KK3FE0,0,5.0,15.0,16.0,13.0,100.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
HOHIKO,0,7.0,14.0,16.0,6.0,90.0,8,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
D08CN1,0,13.0,8.0,16.0,6.0,98.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
0Y223K,1,13.0,12.0,16.0,19.0,99.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
HM7KE1,0,14.0,8.0,15.0,14.0,96.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
M09D79,0,14.0,8.0,15.0,18.0,97.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
CP3WD3,1,17.0,8.0,16.0,6.0,94.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2GMMS3,0,13.0,10.0,15.0,10.0,95.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
8XIVQQ,0,10.0,8.0,16.0,5.0,91.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
FX4B2P,1,19.0,9.0,15.0,13.0,73.0,6,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
LVJ8I7,1,23.0,5.0,16.0,12.0,95.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
O30W3W,0,6.0,12.0,16.0,7.0,96.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
OTF83X,2,16.0,6.0,16.0,6.0,97.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
8E80GU,2,14.0,2.0,16.0,5.0,93.0,8,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
T2ERGQ,1,10.0,18.0,16.0,11.0,93.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False
GUCWIN,1,20.0,4.0,15.0,3.0,98.0,8,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2OAOQT,1,19.0,5.0,15.0,14.0,95.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
FAZD6I,0,17.0,0.0,16.0,8.0,97.0,8,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
8FXMIP,2,17.0,0.0,15.0,12.0,98.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
0G07U6,1,12.0,13.0,15.0,8.0,91.0,7,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
95EVO4,1,3.0,27.0,16.0,11.0,52.0,5,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
SW2XUG,0,27.0,0.0,16.0,7.0,94.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
VG6LXS,2,12.0,11.0,16.0,8.0,98.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True
P0QO1Z,1,10.0,18.0,15.0,11.0,96.0,8,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
B3WIGP,1,11.0,11.0,16.0,15.0,98.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
OYVS79,2,11.0,3.0,15.0,9.0,91.0,8,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
F2VMN6,1,21.0,0.0,6.0,7.0,94.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
B443K6,2,15.0,7.0,15.0,8.0,48.0,4,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
D9NFI8,2,11.0,8.0,15.0,9.0,100.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
1WHV4M,1,9.0,15.0,15.0,17.0,98.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
UAH7AV,2,10.0,8.0,16.0,7.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
R42VKL,1,16.0,3.0,16.0,11.0,94.0,8,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
8QAN1W,2,18.0,5.0,16.0,14.0,55.0,5,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
TWH48T,2,13.0,6.0,16.0,14.0,91.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
CDUFE0,1,20.0,8.0,16.0,16.0,95.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
AYXI4T,2,18.0,3.0,16.0,19.0,95.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
WQXM0P,2,18.0,0.0,16.0,6.0,91.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
M26S1Y,0,16.0,5.0,16.0,9.0,91.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
URP7YX,1,14.0,8.0,16.0,15.0,95.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False
IGF00O,0,18.0,4.0,16.0,6.0,99.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False
AQFCXK,1,3.0,22.0,16.0,11.0,68.0,6,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False
8ROGZE,2,7.0,17.0,16.0,11.0,97.0,8,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
UK9G1E,1,5.0,25.0,15.0,7.0,96.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
WJ49DK,2,12.0,6.0,16.0,15.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
GTMT8D,0,16.0,2.0,15.0,12.0,98.0,8,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
3JUUC4,2,9.0,8.0,15.0,7.0,99.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
998A5O,0,6.0,10.0,16.0,13.0,98.0,8,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True
P3XZZI,1,22.0,6.0,15.0,6.0,90.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
HHHSRW,1,26.0,1.0,16.0,19.0,99.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
JADMWL,2,10.0,14.0,16.0,0.0,54.0,5,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
D215B0,1,15.0,13.0,16.0,15.0,97.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
XXPP5F,2,13.0,4.0,15.0,7.0,95.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
