student_id,number_of_siblings,n_male,n_female,age,hours_per_week,attendance_rate,sleep_hours,admission_No,admission_Yes,CCA_Arts,CCA_Clubs,CCA_None,CCA_Sports,learnStyle_Auditory,learnStyle_Visual,gen_Female,gen_Male,tuition_No,tuition_Yes,bag_color_black,bag_color_blue,bag_color_green,bag_color_red,bag_color_white,bag_color_yellow,mode_of_transport_private transport,mode_of_transport_public transport,mode_of_transport_walk
CYYSEY,1,23.0,7.0,15.0,9.0,89.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
93Q6F0,2,5.0,10.0,15.0,9.0,94.0,8,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
VUXITX,1,24.0,0.0,15.0,14.0,97.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
ZCNXVW,2,15.0,7.0,15.0,19.0,95.0,8,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
AYR473,1,11.0,11.0,16.0,14.0,95.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
6TAS5O,2,15.0,4.0,15.0,12.0,96.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
BRITUT,0,14.0,13.0,15.0,20.0,98.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
MDEX13,1,19.0,8.0,16.0,11.0,98.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
4DT3KZ,2,16.0,3.0,16.0,12.0,98.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
VLON2F,1,24.0,1.0,15.0,10.0,99.0,8,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
XR0E5X,0,16.0,11.0,15.0,13.0,99.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
5H5JR1,1,17.0,4.0,15.0,7.0,91.0,8,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
XUCLOM,0,19.0,6.0,15.0,6.0,97.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True
RQ07LG,2,10.0,10.0,15.0,17.0,94.0,8,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True
F1S8H9,1,14.0,3.0,15.0,6.0,90.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
ZJEX3O,0,12.0,10.0,15.0,16.0,92.0,8,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
9TN9EU,0,18.0,6.0,16.0,10.0,91.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
OO6BWJ,2,13.0,1.0,15.0,6.0,90.0,8,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
WDRXEX,0,18.0,3.0,15.0,9.0,99.0,8,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False
ZB9JK7,1,0.0,25.0,16.0,13.0,99.0,8,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
WYE6WU,1,15.0,13.0,15.0,13.0,51.0,4,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
GHMY2W,0,16.0,11.0,15.0,14.0,95.0,8,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
0F92HK,0,26.0,1.0,15.0,6.0,100.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False
VQCRNX,1,2.0,26.0,16.0,12.0,45.0,4,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
PCPC9I,1,1.0,27.0,15.0,15.0,98.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
Y5PLE8,0,15.0,3.0,15.0,10.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
PK3D8Z,0,11.0,9.0,15.0,20.0,95.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
LKAF31,0,18.0,9.0,16.0,6.0,97.0,8,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
3SYMC7,0,10.0,10.0,15.0,7.0,98.0,8,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
E7W6KY,0,0.0,28.0,16.0,8.0,93.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
G1D700,0,5.0,15.0,16.0,8.0,92.0,8,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
2PJLYR,0,24.0,3.0,15.0,15.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
V97ZW3,1,11.0,13.0,16.0,6.0,95.0,8,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
OT93J7,1,12.0,5.0,15.0,9.0,99.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
4NTU5R,2,0.0,21.0,15.0,9.0,94.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
I9IY3F,2,14.0,0.0,15.0,5.0,91.0,8,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
WH6HJQ,0,10.0,10.0,15.0,7.0,91.0,8,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
M87DUK,1,9.0,18.0,16.0,6.0,93.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
RLFS08,1,19.0,7.0,15.0,12.0,95.0,8,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
FGDOCZ,2,12.0,2.0,16.0,12.0,92.0,8,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
YBGRGZ,1,12.0,17.0,15.0,16.0,98.0,8,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
FV125B,0,9.0,18.0,15.0,7.0,97.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3L441T,2,10.0,7.0,16.0,9.0,94.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
1D5P1K,1,10.0,7.0,16.0,8.0,90.0,8,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
ISDA01,0,21.0,6.0,15.0,18.0,96.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
VIZ78D,0,20.0,7.0,16.0,8.0,93.0,8,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
U3UEVV,0,15.0,7.0,15.0,6.0,92.0,8,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
3LYRMP,0,26.0,1.0,16.0,10.0,95.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
6GPZTL,0,25.0,2.0,15.0,6.0,97.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
5JL9M8,0,10.0,10.0,15.0,6.0,95.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
IGFK6F,1,0.0,20.0,15.0,14.0,97.0,8,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
RM1YRO,1,20.0,5.0,16.0,2.0,71.0,6,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
NCXMI9,1,15.0,5.0,16.0,14.0,96.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
3ASEV5,2,17.0,6.0,16.0,14.0,65.0,6,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
RSTMMA,0,15.0,4.0,16.0,9.0,93.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
ENW356,1,17.0,8.0,16.0,7.0,98.0,8,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False
A0GDIX,2,0.0,17.0,15.0,5.0,100.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
CMG5V7,1,15.0,9.0,16.0,0.0,82.0,8,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
Z6F640,0,22.0,0.0,15.0,5.0,93.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
WQ8C12,0,14.0,6.0,15.0,5.0,95.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
HFHFLP,0,1.0,23.0,15.0,8.0,98.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
JE57VB,0,8.0,13.0,15.0,6.0,100.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
6HIRWE,0,17.0,10.0,16.0,16.0,99.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True
U918NV,2,15.0,7.0,16.0,10.0,91.0,7,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
4L8DNY,1,10.0,10.0,15.0,6.0,95.0,8,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
OST3KW,2,19.0,4.0,16.0,14.0,94.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False
561R13,1,14.0,3.0,15.0,8.0,96.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
8X76NZ,0,17.0,6.0,15.0,5.0,95.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
AW0RCP,1,10.0,14.0,5.0,13.0,95.0,8,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
3JUUC4,2,9.0,8.0,15.0,7.0,99.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
MAXUEQ,1,31.0,0.0,15.0,16.0,100.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
WGXO0Z,1,13.0,6.0,15.0,19.0,92.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
5T0MAY,0,25.0,3.0,6.0,19.0,97.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
RWEBEQ,2,8.0,14.0,15.0,5.0,91.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
X5LKU2,2,12.0,9.0,15.0,9.0,94.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
T6FTLV,0,19.0,6.0,16.0,5.0,100.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
ZCT7O8,1,13.0,17.0,15.0,1.0,54.0,5,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
OWBUWC,2,20.0,3.0,16.0,2.0,95.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
D2PBML,1,21.0,4.0,16.0,12.0,97.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
73VF4I,0,11.0,8.0,16.0,8.0,92.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True
GTMT8D,0,16.0,2.0,15.0,12.0,98.0,8,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
6240JF,2,6.0,14.0,15.0,12.0,94.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
11FL6G,1,15.0,9.0,15.0,8.0,94.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
05OOPM,0,19.0,2.0,15.0,10.0,95.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
5KI4KY,0,6.0,10.0,16.0,17.0,95.0,8,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
JDFFXN,1,3.0,27.0,16.0,5.0,55.0,5,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
Q18GTG,1,20.0,1.0,15.0,12.0,90.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
RUG6S3,1,19.0,5.0,16.0,6.0,95.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
IGSNWQ,1,4.0,17.0,15.0,11.0,97.0,8,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True
IXQXXT,0,14.0,2.0,16.0,10.0,99.0,8,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
HCPSCM,2,3.0,20.0,15.0,18.0,96.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
RFN08S,1,2.0,23.0,15.0,6.0,89.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
KAAGHC,0,15.0,5.0,15.0,13.0,97.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
2K0ITG,0,13.0,5.0,15.0,6.0,96.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
VSJQ73,2,10.0,10.0,15.0,16.0,96.0,8,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
P0M8S5,2,14.0,9.0,16.0,12.0,98.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
COBM9U,1,17.0,13.0,16.0,7.0,94.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False
1X93GT,0,20.0,7.0,15.0,6.0,93.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
XCPO3E,0,3.0,16.0,15.0,6.0,94.0,8,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
GNZG72,2,14.0,5.0,16.0,7.0,94.0,8,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
JVMZ0B,1,1.0,27.0,16.0,6.0,51.0,4,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
OGC7IJ,1,22.0,2.0,16.0,16.0,95.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True
UWCTUN,1,10.0,15.0,16.0,6.0,91.0,8,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2FP1JW,1,20.0,10.0,15.0,3.0,94.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
3CIFWW,2,10.0,4.0,16.0,6.0,97.0,8,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
O4I4A7,0,0.0,28.0,15.0,10.0,90.0,8,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
PE91AY,0,21.0,3.0,15.0,7.0,96.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
YV6MR5,2,18.0,2.0,15.0,15.0,91.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
KN8950,0,18.0,2.0,15.0,19.0,90.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
VVZD4Z,0,5.0,13.0,15.0,8.0,93.0,8,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
79HYRQ,1,20.0,1.0,15.0,20.0,94.0,8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True
578JE0,2,13.0,6.0,15.0,12.0,91.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
2H5OXV,2,12.0,7.0,5.0,14.0,95.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
QFWFXG,0,10.0,12.0,16.0,5.0,98.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
QYI29L,1,12.0,5.0,16.0,8.0,95.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
HJ1TQR,1,12.0,13.0,15.0,12.0,93.0,8,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
FWVNOG,2,20.0,4.0,16.0,6.0,74.0,6,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
JH5XNZ,2,13.0,4.0,16.0,8.0,95.0,8,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
FD6NCM,0,16.0,4.0,15.0,6.0,99.0,8,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
U7SU8N,1,6.0,22.0,16.0,6.0,99.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
DWVSJ2,2,11.0,11.0,16.0,19.0,93.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
LLMK72,1,10.0,20.0,15.0,10.0,61.0,6,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
U1WEPL,1,21.0,7.0,16.0,11.0,97.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
9QYM23,2,17.0,3.0,16.0,15.0,97.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
U36PYH,2,15.0,4.0,15.0,11.0,90.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
0BP01K,0,23.0,4.0,16.0,14.0,95.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
KVT8LM,2,12.0,5.0,15.0,7.0,98.0,8,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True
FRT4R8,0,16.0,5.0,15.0,9.0,91.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
937KYS,1,27.0,1.0,15.0,13.0,95.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False
Z8U9SI,0,15.0,13.0,16.0,15.0,91.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False
KJEWD1,1,27.0,1.0,15.0,18.0,91.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
W9WV7A,2,14.0,2.0,15.0,18.0,97.0,8,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
DJUMDH,2,16.0,7.0,15.0,10.0,93.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
3XKAAX,2,18.0,2.0,15.0,8.0,96.0,8,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
OSC8X7,1,16.0,14.0,16.0,11.0,91.0,7,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False
KYNYTV,1,14.0,11.0,15.0,9.0,96.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
CH4T5V,2,21.0,1.0,16.0,15.0,92.0,8,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
92I6UW,0,13.0,10.0,16.0,6.0,90.0,7,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
UR0TAV,1,21.0,0.0,16.0,9.0,94.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
2YFCAC,2,23.0,0.0,15.0,19.0,95.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
84VTPW,0,13.0,14.0,15.0,7.0,97.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True
DKNAMJ,1,22.0,2.0,15.0,10.0,94.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
PZ15OJ,0,14.0,4.0,16.0,9.0,93.0,8,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
YEXT9R,0,12.0,16.0,16.0,7.0,95.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False
3MPVYY,1,23.0,4.0,16.0,16.0,96.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1IFJFM,1,15.0,15.0,15.0,20.0,62.0,6,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False
2T9687,1,17.0,8.0,15.0,19.0,95.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
ULXKML,0,20.0,1.0,15.0,5.0,91.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
BBKMSO,1,20.0,1.0,15.0,6.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
V4XBIU,1,24.0,3.0,16.0,11.0,92.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
LNUAK4,1,24.0,4.0,16.0,15.0,96.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
SSG89B,0,19.0,8.0,16.0,18.0,91.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
E4467Q,2,16.0,2.0,15.0,8.0,95.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
IVV8DN,0,6.0,14.0,15.0,8.0,95.0,8,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
3GYAB4,1,16.0,5.0,16.0,7.0,91.0,8,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
TXA4TS,0,2.0,20.0,15.0,7.0,95.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
R3R02B,0,10.0,11.0,16.0,5.0,93.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
NSVGOT,2,20.0,0.0,16.0,13.0,92.0,8,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False
33CU31,1,8.0,13.0,16.0,16.0,93.0,8,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False
LCGVJ5,0,16.0,4.0,15.0,5.0,94.0,8,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
6C83XH,2,17.0,4.0,15.0,10.0,93.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
PHG9J2,1,30.0,0.0,15.0,18.0,78.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False
